Id,ActivityDay,TotalDistance,TotalActiveHours,SedentaryHours
1624580081,01/05/2016,28,7,17
8877689391,30/04/2016,27,5.85,18.15
1503960366,12/05/2016,0,0,24
1844505072,19/04/2016,0,0.17,23.83
1844505072,20/04/2016,0,0.02,23.98
1844505072,24/04/2016,0,0,24
1844505072,25/04/2016,0,0,24
1844505072,26/04/2016,0,0,24
1844505072,27/04/2016,0,0.02,23.98
1844505072,02/05/2016,0,0,24
1844505072,06/05/2016,0,0.03,23.97
1844505072,07/05/2016,0,0,24
1844505072,08/05/2016,0,0,24
1844505072,09/05/2016,0,0,24
1844505072,10/05/2016,0,0,24
1844505072,11/05/2016,0,0,24
1844505072,12/05/2016,0,0,11.85
1927972279,12/04/2016,0,0.92,12.23
1927972279,13/04/2016,0,0.53,16.43
1927972279,16/04/2016,0,0,24
1927972279,17/04/2016,0,0,24
1927972279,18/04/2016,0,0.28,23.72
1927972279,19/04/2016,0,0,24
1927972279,20/04/2016,0,0,24
1927972279,21/04/2016,0,0,24
1927972279,22/04/2016,0,0.17,23.83
1927972279,25/04/2016,0,0.2,21.72
1927972279,27/04/2016,0,0,24
1927972279,29/04/2016,0,0,24
1927972279,30/04/2016,0,0,24
1927972279,05/05/2016,0,0,24
1927972279,08/05/2016,0,0,24
1927972279,09/05/2016,0,0,24
1927972279,10/05/2016,0,0,24
1927972279,11/05/2016,0,0,24
1927972279,12/05/2016,0,0,16.1
2026352035,10/05/2016,0,0.28,16.7
2347167796,29/04/2016,0,0.07,0.03
3977333714,11/05/2016,0,0.22,0.22
4020332650,13/04/2016,0,0,24
4020332650,14/04/2016,0,0.05,23.95
4020332650,17/04/2016,0,0.03,23.97
4020332650,18/04/2016,0,0.03,23.97
4020332650,19/04/2016,0,0,24
4020332650,20/04/2016,0,0,24
4020332650,21/04/2016,0,0,24
4020332650,22/04/2016,0,0,24
4020332650,23/04/2016,0,0,24
4020332650,24/04/2016,0,0,24
4020332650,25/04/2016,0,0,24
4020332650,26/04/2016,0,0,24
4020332650,27/04/2016,0,0,24
4020332650,28/04/2016,0,0,24
4020332650,29/04/2016,0,0,24
4020332650,30/04/2016,0,0,24
4020332650,01/05/2016,0,0,24
4020332650,02/05/2016,0,0.7,22.5
4020332650,12/05/2016,0,0.35,12.02
4057192912,14/04/2016,0,0,24
4319703577,12/04/2016,0,0,24
4319703577,17/04/2016,0,0.05,22.72
4319703577,21/04/2016,0,0.57,21.08
4319703577,12/05/2016,0,0.03,0
4388161847,12/04/2016,0,0,24
4702921684,01/05/2016,0,0,24
5553957443,17/04/2016,0,0.77,15.72
5577150313,07/05/2016,0,0,24
5577150313,08/05/2016,0,0,24
6117666160,12/04/2016,0,0,24
6117666160,13/04/2016,0,0,24
6117666160,14/04/2016,0,0,24
6117666160,25/04/2016,0,0,24
6117666160,03/05/2016,0,0,24
6290855005,21/04/2016,0,0,24
6290855005,23/04/2016,0,0.55,23.45
6290855005,26/04/2016,0,0,24
6290855005,29/04/2016,0,0,24
6290855005,10/05/2016,0,0,24
6775888955,12/04/2016,0,0,24
6775888955,17/04/2016,1,0.8,23.2
6775888955,19/04/2016,0,0,24
6775888955,21/04/2016,0,0,24
6775888955,22/04/2016,0,0.33,23.67
6775888955,23/04/2016,0,0,24
6775888955,27/04/2016,0,0,24
6775888955,28/04/2016,0,0.5,23.5
6775888955,29/04/2016,0,0,24
6775888955,02/05/2016,0,0,24
6775888955,03/05/2016,0,0.02,23.98
6775888955,04/05/2016,0,0,24
6775888955,05/05/2016,0,0,24
7007744171,04/05/2016,0,0,24
7007744171,07/05/2016,0,0,1.85
7086361926,16/04/2016,0,0.05,23.95
7086361926,17/04/2016,0,0,24
8253242879,30/04/2016,0,0,24
8583815059,16/04/2016,0,0,24
8583815059,17/04/2016,0,0,24
8583815059,02/05/2016,0,0,24
8583815059,03/05/2016,0,0,24
8583815059,04/05/2016,0,0,24
8583815059,12/05/2016,0,0,24
8792009665,16/04/2016,0,0.2,23.8
8792009665,17/04/2016,0,0,24
8792009665,18/04/2016,0,0,24
8792009665,19/04/2016,0,0,24
8792009665,21/04/2016,0,0.15,23.85
8792009665,24/04/2016,0,0.5,23.5
8792009665,25/04/2016,0,0,24
8792009665,05/05/2016,0,0,24
8792009665,06/05/2016,0,0,24
8792009665,07/05/2016,0,0,24
8792009665,08/05/2016,0,0,24
8792009665,09/05/2016,0,0,24
8792009665,10/05/2016,0,0,0.8
1624580081,15/04/2016,1,1.6,22.4
1624580081,03/05/2016,1,1.6,22.4
1624580081,04/05/2016,1,1.97,22.03
1624580081,06/05/2016,1,1.7,22.3
1624580081,07/05/2016,1,3.03,20.97
1624580081,09/05/2016,1,1.52,22.48
1644430081,21/04/2016,1,0.63,23.37
1644430081,11/05/2016,1,0.82,11.88
1844505072,01/05/2016,1,1.37,9.75
1844505072,04/05/2016,1,1.45,22.55
1844505072,05/05/2016,1,2,22
1927972279,14/04/2016,1,1.62,21.53
1927972279,15/04/2016,1,0.85,15.68
1927972279,24/04/2016,1,1.37,22.63
1927972279,28/04/2016,1,1.58,19.45
1927972279,04/05/2016,1,1.45,22.55
1927972279,06/05/2016,1,1.8,22.2
1927972279,07/05/2016,1,0.8,23.2
2026352035,17/04/2016,1,1,17.55
2320127002,27/04/2016,1,1.37,22.63
2320127002,28/04/2016,1,1.27,22.73
2320127002,29/04/2016,1,0.75,23.25
2320127002,01/05/2016,1,0.67,23.33
2320127002,04/05/2016,1,0.87,23.13
2873212765,17/04/2016,1,2.8,21.2
4020332650,15/04/2016,1,2.35,21.65
4020332650,16/04/2016,1,2.35,20.37
4319703577,18/04/2016,1,1.13,13.73
4319703577,01/05/2016,1,1.12,13.93
4445114986,19/04/2016,1,2.02,14.92
4445114986,20/04/2016,1,2.28,14.02
4445114986,12/05/2016,1,0.97,6.33
4702921684,22/04/2016,1,1.2,22.35
5553957443,24/04/2016,1,1.73,9.7
5553957443,30/04/2016,1,1.4,8.43
5553957443,07/05/2016,1,1.6,15.03
6775888955,15/04/2016,1,0.97,16.27
6775888955,30/04/2016,1,1.6,22.4
6775888955,01/05/2016,2,1.55,22.45
6775888955,07/05/2016,1,0.93,9.18
6962181067,14/04/2016,1,1.43,14.37
8053475328,01/05/2016,1,0.85,23.15
8053475328,02/05/2016,1,1.58,22.42
8583815059,15/04/2016,1,1.08,22.92
8583815059,18/04/2016,2,2.18,21.82
8583815059,05/05/2016,1,1.17,22.83
8792009665,13/04/2016,1,1.37,13.43
8792009665,14/04/2016,1,1.4,14.22
8792009665,26/04/2016,1,1.33,22.67
8792009665,27/04/2016,1,1.87,15
8792009665,01/05/2016,1,1.32,13.9
8792009665,02/05/2016,1,1.68,15.27
8792009665,04/05/2016,1,2.15,14.13
1624580081,19/04/2016,2,2.35,21.65
1624580081,26/04/2016,2,2.33,21.67
1624580081,28/04/2016,2,2,22
1624580081,29/04/2016,2,2.5,21.5
1624580081,05/05/2016,2,1.95,22.05
1624580081,08/05/2016,2,2.53,21.47
1624580081,10/05/2016,2,2.32,21.68
1624580081,11/05/2016,2,1.87,22.13
1624580081,12/05/2016,2,1.78,14.83
1644430081,20/04/2016,2,2.08,21.92
1644430081,24/04/2016,2,1.48,22.52
1644430081,27/04/2016,2,1.97,22.03
1644430081,29/04/2016,2,2,19.88
1644430081,02/05/2016,2,2.6,11.37
1644430081,04/05/2016,2,0.87,23.13
1844505072,16/04/2016,2,2.45,21.55
1844505072,23/04/2016,2,2.32,21.68
1927972279,23/04/2016,2,2.42,21.58
2022484408,08/05/2016,2,2.25,21.75
2026352035,12/04/2016,2,3.2,11.77
2026352035,14/04/2016,2,3.28,10.88
2026352035,15/04/2016,2,3.13,11.45
2026352035,16/04/2016,2,2.5,12.13
2026352035,18/04/2016,2,3.03,17.7
2026352035,19/04/2016,2,2.35,13.08
2026352035,21/04/2016,2,2.55,12.48
2026352035,22/04/2016,2,2.7,11.87
2026352035,24/04/2016,2,2.73,11.73
2026352035,01/05/2016,2,3.18,11.93
2320127002,21/04/2016,2,2.3,21.7
2320127002,25/04/2016,2,2.67,21.33
2320127002,26/04/2016,2,2.45,21.55
2320127002,02/05/2016,2,2.23,21.77
2320127002,09/05/2016,2,2.42,21.58
2320127002,12/05/2016,2,2.13,13.83
2873212765,27/04/2016,2,4.05,19.95
3372868164,01/05/2016,2,2.87,14.03
4020332650,11/05/2016,2,2.4,21.6
4057192912,15/04/2016,2,1.62,14.55
4319703577,22/04/2016,3,3.27,11.82
4319703577,24/04/2016,2,3.28,11.53
4319703577,08/05/2016,2,2.55,10.05
4445114986,12/04/2016,2,3.27,13.12
4445114986,13/04/2016,2,3.23,14
4445114986,17/04/2016,2,1.9,20.32
4445114986,25/04/2016,2,2.98,15.27
4445114986,04/05/2016,2,3,14.95
4445114986,05/05/2016,2,3.22,12.23
4558609924,01/05/2016,2,3.17,18.68
4558609924,06/05/2016,2,3.37,20.63
4702921684,12/05/2016,2,1.13,4.02
5553957443,18/04/2016,2,3.43,10.37
5553957443,20/04/2016,2,2.47,9.97
6117666160,04/05/2016,2,2.6,21.32
6775888955,06/05/2016,3,2.03,21.97
6962181067,08/05/2016,3,2.75,11.82
6962181067,12/05/2016,2,1.88,2.12
7086361926,23/04/2016,2,1.5,22.5
7086361926,24/04/2016,2,2.08,9.43
7086361926,12/05/2016,2,1.12,5.72
8253242879,15/04/2016,2,1.75,22.25
8253242879,16/04/2016,5,2.87,21.13
8253242879,22/04/2016,2,2,22
8253242879,25/04/2016,4,2.98,21.02
8378563200,17/04/2016,2,1.55,9.98
8378563200,30/04/2016,2,2.02,13
8378563200,08/05/2016,2,2.32,10.35
8583815059,14/04/2016,2,2.23,21.77
8792009665,12/04/2016,2,1.93,13.85
8792009665,15/04/2016,2,2.1,15.62
8792009665,20/04/2016,2,2.48,12.4
8792009665,22/04/2016,2,3.6,13.62
8792009665,03/05/2016,2,2.6,12.32
1624580081,16/04/2016,3,2.93,21.07
1624580081,20/04/2016,3,2.52,21.48
1624580081,22/04/2016,3,3.32,20.68
1644430081,15/04/2016,3,2.95,21.05
1644430081,22/04/2016,3,1.43,22.57
1644430081,01/05/2016,4,2.88,15.13
1844505072,13/04/2016,3,4.13,19.87
1844505072,15/04/2016,3,2.93,8.78
1844505072,17/04/2016,3,3.48,20.52
1844505072,18/04/2016,3,3.82,20.18
1844505072,29/04/2016,3,4.12,18.03
1844505072,30/04/2016,3,3.07,3.63
1844505072,03/05/2016,3,3.07,20.93
1927972279,26/04/2016,3,3.2,17.63
2026352035,13/04/2016,3,3.97,11.05
2026352035,30/04/2016,3,3.88,9.9
2026352035,07/05/2016,3,3.82,11.08
2026352035,08/05/2016,3,4.3,10.17
2320127002,14/04/2016,3,3.18,20.82
2320127002,16/04/2016,3,3.25,20.75
2320127002,23/04/2016,3,4.03,18.82
2320127002,24/04/2016,3,3.4,20.6
2320127002,30/04/2016,3,3.9,20.1
2320127002,05/05/2016,3,3.9,20.1
2320127002,06/05/2016,3,3.4,20.6
2320127002,08/05/2016,3,4.12,19.88
2347167796,17/04/2016,3,4.28,8.47
2873212765,01/05/2016,4,3.68,20.32
3372868164,12/04/2016,3,4.67,19.33
3372868164,22/04/2016,3,3.43,20.57
3977333714,20/04/2016,7,4.4,14.08
3977333714,26/04/2016,7,4.53,13.28
3977333714,10/05/2016,8,5.2,11.27
4020332650,03/05/2016,3,2.9,15.83
4020332650,06/05/2016,3,2.95,14.25
4020332650,09/05/2016,3,3.02,20.42
4319703577,16/04/2016,3,3.23,12.07
4319703577,23/04/2016,3,3.88,9.1
4388161847,12/05/2016,3,1.8,13.75
4445114986,14/04/2016,3,3.85,11.95
4445114986,16/04/2016,3,3.75,11.93
4445114986,21/04/2016,3,3.58,12.6
4445114986,23/04/2016,3,3.35,20.65
4445114986,24/04/2016,3,4.07,19.93
4445114986,28/04/2016,3,3.93,12.7
4445114986,29/04/2016,3,3.77,18.43
4445114986,06/05/2016,3,3.82,13.48
4445114986,10/05/2016,3,3.85,13.05
4558609924,12/04/2016,3,5.3,18.7
4558609924,19/04/2016,3,4.3,19.7
4558609924,20/04/2016,3,3.7,20.3
4558609924,04/05/2016,3,4.2,19.8
4702921684,21/04/2016,5,3.15,15.02
5553957443,13/04/2016,3,3.77,10.78
5553957443,23/04/2016,3,4.53,7.38
5553957443,01/05/2016,3,3.95,7.27
5553957443,04/05/2016,3,3.73,10.85
5553957443,08/05/2016,3,3.68,8.42
5553957443,11/05/2016,3,3.25,10.47
5577150313,13/04/2016,3,2.83,12.93
6117666160,28/04/2016,3,2.35,12.63
6117666160,06/05/2016,3,2.22,11.22
6117666160,09/05/2016,3,3.28,2.08
6290855005,12/04/2016,3,3.32,20.68
6962181067,24/04/2016,3,3.32,12
7007744171,16/04/2016,3,3.38,19.25
7007744171,30/04/2016,3,3.33,20.67
8253242879,19/04/2016,3,2.73,21.27
8253242879,20/04/2016,4,3.98,20.02
8378563200,24/04/2016,3,2.25,12.23
8583815059,13/04/2016,4,3.13,20.87
8583815059,20/04/2016,4,3.23,20.77
8583815059,06/05/2016,4,3.17,20.83
8583815059,11/05/2016,6,4.22,18.43
8792009665,23/04/2016,3,4.75,13.25
1624580081,21/04/2016,4,3.1,20.9
1624580081,25/04/2016,4,3.37,20.63
1644430081,23/04/2016,5,2.92,21.08
1644430081,28/04/2016,6,4.72,19.28
1844505072,12/04/2016,4,5.65,18.35
1844505072,22/04/2016,4,3.67,20.33
2022484408,23/04/2016,4,4.15,19.85
2026352035,20/04/2016,4,5.45,10.38
2026352035,25/04/2016,4,4.33,13.68
2026352035,26/04/2016,4,4.8,16.97
2026352035,27/04/2016,4,4.77,9.77
2026352035,28/04/2016,4,5.52,10.43
2026352035,02/05/2016,4,5.92,11.93
2026352035,03/05/2016,4,5.07,16.35
2026352035,04/05/2016,4,5.75,8.83
2320127002,15/04/2016,4,4.08,19.92
2320127002,17/04/2016,4,4.15,19.85
2320127002,18/04/2016,4,4.45,19.55
2320127002,19/04/2016,4,3.98,20.02
2320127002,20/04/2016,4,4.9,19.1
2320127002,22/04/2016,4,4.43,19.57
2320127002,10/05/2016,4,4.83,19.17
2320127002,11/05/2016,4,5,19
2347167796,14/04/2016,7,4.25,11.75
2347167796,19/04/2016,4,6.48,10.8
2347167796,26/04/2016,4,3.78,12.2
2347167796,28/04/2016,4,3.82,12.73
2873212765,22/04/2016,4,6.87,17.13
2873212765,30/04/2016,5,4.55,19.45
2873212765,11/05/2016,4,5.32,18.68
3372868164,25/04/2016,4,6.93,17.07
3372868164,28/04/2016,4,6.42,17.58
3977333714,14/04/2016,5,4.03,13.35
3977333714,18/04/2016,8,5.22,10.08
3977333714,21/04/2016,4,4.03,11.87
3977333714,23/04/2016,8,5.73,12.07
3977333714,07/05/2016,8,4.9,11.72
4020332650,07/05/2016,4,3.07,20.93
4020332650,08/05/2016,4,4.38,12.92
4020332650,10/05/2016,4,3.43,12.9
4057192912,12/04/2016,4,2.73,21.27
4057192912,13/04/2016,4,2.67,21.33
4319703577,15/04/2016,4,3.8,12.53
4319703577,29/04/2016,5,5.22,10.4
4319703577,30/04/2016,6,4,11.58
4319703577,07/05/2016,5,5.17,9.77
4388161847,13/04/2016,5,2.75,21.25
4388161847,16/04/2016,4,4.47,10.15
4388161847,17/04/2016,4,3.35,12.02
4445114986,30/04/2016,4,4.83,13.28
4445114986,01/05/2016,4,4,12.35
4445114986,09/05/2016,4,4.43,10.68
4558609924,14/04/2016,4,4.65,19.35
4558609924,23/04/2016,4,5.3,18.7
4558609924,26/04/2016,6,5.6,17.7
4558609924,30/04/2016,6,5.48,18.52
4558609924,11/05/2016,6,5.98,18.02
4558609924,12/05/2016,4,4.12,12.27
4702921684,02/05/2016,6,4,18.85
5553957443,16/04/2016,4,4.8,8.68
6117666160,18/04/2016,4,4.02,12.65
6117666160,02/05/2016,4,3.93,20.07
6290855005,24/04/2016,4,4.3,19.7
6290855005,27/04/2016,4,4.78,19.22
6290855005,28/04/2016,4,4.25,19.75
6290855005,04/05/2016,4,4.53,19.47
6290855005,07/05/2016,4,3.78,20.22
6962181067,15/04/2016,4,3.62,13.95
6962181067,01/05/2016,4,3.58,12.03
6962181067,06/05/2016,4,4.98,11.95
7007744171,15/04/2016,4,3.37,20.63
7007744171,23/04/2016,5,4.17,19.83
7007744171,01/05/2016,4,3.95,19.03
7086361926,29/04/2016,4,4.03,19.97
8378563200,29/04/2016,4,3.03,12.78
8378563200,07/05/2016,4,2.63,14.18
8583815059,12/04/2016,4,3.38,20.62
8583815059,22/04/2016,6,4.5,19.5
8583815059,24/04/2016,6,4.2,19.8
8583815059,26/04/2016,8,5.1,18.9
8583815059,28/04/2016,5,3.85,20.15
8583815059,08/05/2016,7,4.28,19.72
8792009665,28/04/2016,4,5.17,11.9
8792009665,30/04/2016,4,5.52,12.48
8877689391,02/05/2016,4,1.75,22.25
1624580081,12/04/2016,5,2.43,21.57
1624580081,13/04/2016,5,2.47,21.53
1644430081,12/04/2016,7,5.15,18.85
1644430081,14/04/2016,8,5.25,18.75
1644430081,19/04/2016,8,5.68,18.32
1644430081,08/05/2016,5,4.92,16.52
1844505072,14/04/2016,5,6.22,14.05
1844505072,21/04/2016,6,5.38,18.62
1844505072,28/04/2016,5,5.03,18.97
2022484408,28/04/2016,6,5.28,18.72
2026352035,29/04/2016,5,5.87,8.2
2026352035,06/05/2016,5,6.38,8.52
2026352035,11/05/2016,5,5.5,9.48
2320127002,13/04/2016,5,5.58,18.42
2320127002,07/05/2016,5,5.32,18.68
2347167796,15/04/2016,6,5.15,12
2873212765,12/04/2016,6,6.32,17.68
2873212765,13/04/2016,5,6.87,17.13
2873212765,14/04/2016,5,5.52,18.48
2873212765,18/04/2016,5,5.3,18.7
2873212765,19/04/2016,5,6.48,17.52
2873212765,21/04/2016,5,6.38,17.62
2873212765,25/04/2016,5,5.98,18.02
2873212765,26/04/2016,5,5.27,18.73
2873212765,02/05/2016,5,5.68,18.32
2873212765,03/05/2016,5,6.17,17.83
2873212765,06/05/2016,5,6.25,17.75
2873212765,09/05/2016,5,5.75,18.25
2873212765,12/05/2016,5,4.47,12
3372868164,14/04/2016,6,6.68,17.32
3372868164,15/04/2016,5,5.58,18.42
3372868164,16/04/2016,5,5.93,18.07
3372868164,19/04/2016,5,6.27,17.73
3977333714,27/04/2016,5,3.1,11.9
4319703577,20/04/2016,6,5.4,11.18
4319703577,27/04/2016,7,5.88,11.33
4319703577,06/05/2016,5,5.52,11.53
4319703577,11/05/2016,6,5.53,9.57
4445114986,15/04/2016,5,5.83,11.85
4445114986,22/04/2016,5,5.28,11.77
4445114986,08/05/2016,5,5.27,12.22
4558609924,02/05/2016,5,6.38,17.62
4702921684,15/04/2016,5,4.42,15.73
4702921684,26/04/2016,5,3.75,12.75
4702921684,27/04/2016,6,4.25,12.22
4702921684,06/05/2016,6,3.73,11.37
6117666160,17/04/2016,5,5.2,11.7
6117666160,30/04/2016,5,5.72,17.33
6290855005,13/04/2016,5,5.83,18.17
6290855005,18/04/2016,5,4.52,19.48
6290855005,19/04/2016,5,5.35,18.65
6290855005,20/04/2016,5,4.3,19.7
6290855005,22/04/2016,5,5.03,18.97
6290855005,30/04/2016,5,5.4,18.6
6290855005,02/05/2016,5,4.47,19.53
6290855005,03/05/2016,5,4,20
6290855005,05/05/2016,5,3.98,20.02
6290855005,06/05/2016,5,5.08,18.92
6290855005,09/05/2016,5,4.4,13.33
6962181067,04/05/2016,7,5.58,11.38
6962181067,07/05/2016,5,5.47,12.42
7007744171,17/04/2016,5,5.08,18.92
8378563200,27/04/2016,5,3.33,11.27
8583815059,07/05/2016,5,4.17,19.83
8792009665,29/04/2016,5,6.67,10.57
1624580081,14/04/2016,6,3.93,20.07
1624580081,23/04/2016,6,3.78,20.22
2022484408,29/04/2016,7,5.7,18.3
2026352035,12/05/2016,6,5.72,5.5
2347167796,24/04/2016,6,6,9.73
2873212765,15/04/2016,6,7.47,16.53
2873212765,04/05/2016,6,7,17
2873212765,10/05/2016,6,6.22,17.78
3372868164,29/04/2016,6,6.7,17.3
4020332650,12/04/2016,6,5.83,11.87
4319703577,14/04/2016,6,5.82,9.82
